Series,Category_Key,Best_Model,CV_RMSE,CV_MAPE,Date,Forecast
A_C_NULL_s17,A_C_NULL,GradientBoosting,86978.4,22.92,2017-05,182841.86
A_C_NULL_s17,A_C_NULL,GradientBoosting,86978.4,22.92,2017-06,289737.39
A_C_NULL_s17,A_C_NULL,GradientBoosting,86978.4,22.92,2017-07,243677.85
A_C_NULL_s17,A_C_NULL,GradientBoosting,86978.4,22.92,2017-08,250248.5
C_B_Q,C_B_Q,Drift_75pct,41498.2,5.27,2016-09,398339.0
C_B_Q,C_B_Q,Drift_75pct,41498.2,5.27,2016-10,298979.0
C_B_Q,C_B_Q,Drift_75pct,41498.2,5.27,2016-11,379875.0
C_B_Q,C_B_Q,Drift_75pct,41498.2,5.27,2016-12,939838.0
C_B_Q,C_B_Q,Drift_75pct,41498.2,5.27,2017-01,403974.0
C_B_Q,C_B_Q,Drift_75pct,41498.2,5.27,2017-02,366664.0
C_B_Q,C_B_Q,Drift_75pct,41498.2,5.27,2017-03,417895.0
C_B_Q,C_B_Q,Drift_75pct,41498.2,5.27,2017-04,308507.0
C_B_Q,C_B_Q,Drift_75pct,41498.2,5.27,2017-05,276051.0
C_B_Q,C_B_Q,Drift_75pct,41498.2,5.27,2017-06,404299.0
C_B_Q,C_B_Q,Drift_75pct,41498.2,5.27,2017-07,345822.0
C_B_Q,C_B_Q,Drift_75pct,41498.2,5.27,2017-08,371942.0
B_J_NULL,B_J_NULL,"ETS(A,Md,A)",108319.54,25.33,2016-09,353238.85
B_J_NULL,B_J_NULL,"ETS(A,Md,A)",108319.54,25.33,2016-10,265516.59
B_J_NULL,B_J_NULL,"ETS(A,Md,A)",108319.54,25.33,2016-11,302202.36
B_J_NULL,B_J_NULL,"ETS(A,Md,A)",108319.54,25.33,2016-12,513864.97
B_J_NULL,B_J_NULL,"ETS(A,Md,A)",108319.54,25.33,2017-01,368561.98
B_J_NULL,B_J_NULL,"ETS(A,Md,A)",108319.54,25.33,2017-02,357187.38
B_J_NULL,B_J_NULL,"ETS(A,Md,A)",108319.54,25.33,2017-03,454284.93
B_J_NULL,B_J_NULL,"ETS(A,Md,A)",108319.54,25.33,2017-04,358257.61
B_J_NULL,B_J_NULL,"ETS(A,Md,A)",108319.54,25.33,2017-05,320156.85
B_J_NULL,B_J_NULL,"ETS(A,Md,A)",108319.54,25.33,2017-06,443136.8
B_J_NULL,B_J_NULL,"ETS(A,Md,A)",108319.54,25.33,2017-07,354843.57
B_J_NULL,B_J_NULL,"ETS(A,Md,A)",108319.54,25.33,2017-08,384559.22
A_I_NULL,A_I_NULL,SeasonalNaive,15659.63,5.34,2016-09,399422.0
A_I_NULL,A_I_NULL,SeasonalNaive,15659.63,5.34,2016-10,293521.0
A_I_NULL,A_I_NULL,SeasonalNaive,15659.63,5.34,2016-11,234808.0
A_I_NULL,A_I_NULL,SeasonalNaive,15659.63,5.34,2016-12,220233.0
A_I_NULL,A_I_NULL,SeasonalNaive,15659.63,5.34,2017-01,263013.0
A_I_NULL,A_I_NULL,SeasonalNaive,15659.63,5.34,2017-02,285856.0
A_I_NULL,A_I_NULL,SeasonalNaive,15659.63,5.34,2017-03,325191.0
A_I_NULL,A_I_NULL,SeasonalNaive,15659.63,5.34,2017-04,276136.0
A_I_NULL,A_I_NULL,SeasonalNaive,15659.63,5.34,2017-05,259371.0
A_I_NULL,A_I_NULL,SeasonalNaive,15659.63,5.34,2017-06,257382.0
A_I_NULL,A_I_NULL,SeasonalNaive,15659.63,5.34,2017-07,198222.0
A_I_NULL,A_I_NULL,SeasonalNaive,15659.63,5.34,2017-08,304636.0
A_F_T,A_F_T,"ETS(M,Md,M)",33976.59,12.28,2016-09,224069.11
A_F_T,A_F_T,"ETS(M,Md,M)",33976.59,12.28,2016-10,190979.37
A_F_T,A_F_T,"ETS(M,Md,M)",33976.59,12.28,2016-11,414900.66
A_F_T,A_F_T,"ETS(M,Md,M)",33976.59,12.28,2016-12,998331.55
A_F_T,A_F_T,"ETS(M,Md,M)",33976.59,12.28,2017-01,178343.47
A_F_T,A_F_T,"ETS(M,Md,M)",33976.59,12.28,2017-02,198350.72
A_F_T,A_F_T,"ETS(M,Md,M)",33976.59,12.28,2017-03,233001.96
A_F_T,A_F_T,"ETS(M,Md,M)",33976.59,12.28,2017-04,170979.26
A_F_T,A_F_T,"ETS(M,Md,M)",33976.59,12.28,2017-05,195652.9
A_F_T,A_F_T,"ETS(M,Md,M)",33976.59,12.28,2017-06,256794.52
A_F_T,A_F_T,"ETS(M,Md,M)",33976.59,12.28,2017-07,192830.54
A_F_T,A_F_T,"ETS(M,Md,M)",33976.59,12.28,2017-08,221828.54
C_A_A,C_A_A,GradientBoosting,12285.03,5.64,2016-09,189201.72
C_A_A,C_A_A,GradientBoosting,12285.03,5.64,2016-10,149485.23
C_A_A,C_A_A,GradientBoosting,12285.03,5.64,2016-11,158734.71
C_A_A,C_A_A,GradientBoosting,12285.03,5.64,2016-12,387045.15
C_A_A,C_A_A,GradientBoosting,12285.03,5.64,2017-01,161484.75
C_A_A,C_A_A,GradientBoosting,12285.03,5.64,2017-02,159922.48
C_A_A,C_A_A,GradientBoosting,12285.03,5.64,2017-03,165336.96
C_A_A,C_A_A,GradientBoosting,12285.03,5.64,2017-04,145602.36
C_A_A,C_A_A,GradientBoosting,12285.03,5.64,2017-05,140176.33
C_A_A,C_A_A,GradientBoosting,12285.03,5.64,2017-06,158094.75
C_A_A,C_A_A,GradientBoosting,12285.03,5.64,2017-07,145138.48
C_A_A,C_A_A,GradientBoosting,12285.03,5.64,2017-08,139188.67
C_J_NULL,C_J_NULL,"ETS(M,N,M)",18778.11,6.48,2016-09,274326.86
C_J_NULL,C_J_NULL,"ETS(M,N,M)",18778.11,6.48,2016-10,196093.09
C_J_NULL,C_J_NULL,"ETS(M,N,M)",18778.11,6.48,2016-11,238283.5
C_J_NULL,C_J_NULL,"ETS(M,N,M)",18778.11,6.48,2016-12,530586.5
C_J_NULL,C_J_NULL,"ETS(M,N,M)",18778.11,6.48,2017-01,240655.75
C_J_NULL,C_J_NULL,"ETS(M,N,M)",18778.11,6.48,2017-02,221337.29
C_J_NULL,C_J_NULL,"ETS(M,N,M)",18778.11,6.48,2017-03,284580.5
C_J_NULL,C_J_NULL,"ETS(M,N,M)",18778.11,6.48,2017-04,192981.13
C_J_NULL,C_J_NULL,"ETS(M,N,M)",18778.11,6.48,2017-05,176607.73
C_J_NULL,C_J_NULL,"ETS(M,N,M)",18778.11,6.48,2017-06,239641.54
C_J_NULL,C_J_NULL,"ETS(M,N,M)",18778.11,6.48,2017-07,181044.98
C_J_NULL,C_J_NULL,"ETS(M,N,M)",18778.11,6.48,2017-08,179952.34
C_C_W_s80,C_C_W,Nixtla_AutoCES,27985.25,8.87,2016-09,204259.05
C_C_W_s80,C_C_W,Nixtla_AutoCES,27985.25,8.87,2016-10,144587.56
C_C_W_s80,C_C_W,Nixtla_AutoCES,27985.25,8.87,2016-11,167092.87
C_C_W_s80,C_C_W,Nixtla_AutoCES,27985.25,8.87,2016-12,258961.84
C_C_W_s80,C_C_W,Nixtla_AutoCES,27985.25,8.87,2017-01,121068.33
C_C_W_s80,C_C_W,Nixtla_AutoCES,27985.25,8.87,2017-02,143193.94
C_C_W_s80,C_C_W,Nixtla_AutoCES,27985.25,8.87,2017-03,210390.8
C_C_W_s80,C_C_W,Nixtla_AutoCES,27985.25,8.87,2017-04,149295.0
C_C_W_s80,C_C_W,Nixtla_AutoCES,27985.25,8.87,2017-05,124505.11
C_C_W_s80,C_C_W,Nixtla_AutoCES,27985.25,8.87,2017-06,182869.54
C_C_W_s80,C_C_W,Nixtla_AutoCES,27985.25,8.87,2017-07,124003.29
C_C_W_s80,C_C_W,Nixtla_AutoCES,27985.25,8.87,2017-08,140366.98
B_F_L,B_F_L,"ETS(M,N,M)",15945.08,11.14,2016-09,108689.31
B_F_L,B_F_L,"ETS(M,N,M)",15945.08,11.14,2016-10,64663.26
B_F_L,B_F_L,"ETS(M,N,M)",15945.08,11.14,2016-11,91277.18
B_F_L,B_F_L,"ETS(M,N,M)",15945.08,11.14,2016-12,196178.25
B_F_L,B_F_L,"ETS(M,N,M)",15945.08,11.14,2017-01,89932.32
B_F_L,B_F_L,"ETS(M,N,M)",15945.08,11.14,2017-02,85439.25
B_F_L,B_F_L,"ETS(M,N,M)",15945.08,11.14,2017-03,113198.18
B_F_L,B_F_L,"ETS(M,N,M)",15945.08,11.14,2017-04,82454.48
B_F_L,B_F_L,"ETS(M,N,M)",15945.08,11.14,2017-05,76016.88
B_F_L,B_F_L,"ETS(M,N,M)",15945.08,11.14,2017-06,118276.36
B_F_L,B_F_L,"ETS(M,N,M)",15945.08,11.14,2017-07,82848.5
B_F_L,B_F_L,"ETS(M,N,M)",15945.08,11.14,2017-08,92157.43
C_A_E,C_A_E,"ETS(A,Ad,A)",11149.28,6.16,2016-09,189247.47
C_A_E,C_A_E,"ETS(A,Ad,A)",11149.28,6.16,2016-10,140123.69
C_A_E,C_A_E,"ETS(A,Ad,A)",11149.28,6.16,2016-11,154103.39
C_A_E,C_A_E,"ETS(A,Ad,A)",11149.28,6.16,2016-12,240224.32
C_A_E,C_A_E,"ETS(A,Ad,A)",11149.28,6.16,2017-01,150794.97
C_A_E,C_A_E,"ETS(A,Ad,A)",11149.28,6.16,2017-02,147986.4
C_A_E,C_A_E,"ETS(A,Ad,A)",11149.28,6.16,2017-03,181211.98
C_A_E,C_A_E,"ETS(A,Ad,A)",11149.28,6.16,2017-04,133756.3
C_A_E,C_A_E,"ETS(A,Ad,A)",11149.28,6.16,2017-05,119099.1
C_A_E,C_A_E,"ETS(A,Ad,A)",11149.28,6.16,2017-06,151354.75
C_A_E,C_A_E,"ETS(A,Ad,A)",11149.28,6.16,2017-07,113311.02
C_A_E,C_A_E,"ETS(A,Ad,A)",11149.28,6.16,2017-08,130544.07
A_I_A2,A_I_A2,Drift_50pct,9156.7,3.92,2016-09,211860.0
A_I_A2,A_I_A2,Drift_50pct,9156.7,3.92,2016-10,146080.0
A_I_A2,A_I_A2,Drift_50pct,9156.7,3.92,2016-11,172118.0
A_I_A2,A_I_A2,Drift_50pct,9156.7,3.92,2016-12,297149.0
A_I_A2,A_I_A2,Drift_50pct,9156.7,3.92,2017-01,191531.0
A_I_A2,A_I_A2,Drift_50pct,9156.7,3.92,2017-02,204871.0
A_I_A2,A_I_A2,Drift_50pct,9156.7,3.92,2017-03,232808.0
A_I_A2,A_I_A2,Drift_50pct,9156.7,3.92,2017-04,166928.0
A_I_A2,A_I_A2,Drift_50pct,9156.7,3.92,2017-05,180993.0
A_I_A2,A_I_A2,Drift_50pct,9156.7,3.92,2017-06,193797.0
A_I_A2,A_I_A2,Drift_50pct,9156.7,3.92,2017-07,182205.0
A_I_A2,A_I_A2,Drift_50pct,9156.7,3.92,2017-08,182061.0
A_G_D,A_G_D,"ETS(A,M,A)",10651.97,5.03,2016-09,151841.65
A_G_D,A_G_D,"ETS(A,M,A)",10651.97,5.03,2016-10,102059.09
A_G_D,A_G_D,"ETS(A,M,A)",10651.97,5.03,2016-11,106549.06
A_G_D,A_G_D,"ETS(A,M,A)",10651.97,5.03,2016-12,123607.59
A_G_D,A_G_D,"ETS(A,M,A)",10651.97,5.03,2017-01,105363.63
A_G_D,A_G_D,"ETS(A,M,A)",10651.97,5.03,2017-02,108617.63
A_G_D,A_G_D,"ETS(A,M,A)",10651.97,5.03,2017-03,144210.2
A_G_D,A_G_D,"ETS(A,M,A)",10651.97,5.03,2017-04,106128.52
A_G_D,A_G_D,"ETS(A,M,A)",10651.97,5.03,2017-05,114449.55
A_G_D,A_G_D,"ETS(A,M,A)",10651.97,5.03,2017-06,147639.99
A_G_D,A_G_D,"ETS(A,M,A)",10651.97,5.03,2017-07,123912.46
A_G_D,A_G_D,"ETS(A,M,A)",10651.97,5.03,2017-08,113668.66
B_F_T,B_F_T,"ETS(M,M,M)",10012.56,11.07,2016-09,72830.22
B_F_T,B_F_T,"ETS(M,M,M)",10012.56,11.07,2016-10,50592.09
B_F_T,B_F_T,"ETS(M,M,M)",10012.56,11.07,2016-11,67515.87
B_F_T,B_F_T,"ETS(M,M,M)",10012.56,11.07,2016-12,193886.68
B_F_T,B_F_T,"ETS(M,M,M)",10012.56,11.07,2017-01,53429.02
B_F_T,B_F_T,"ETS(M,M,M)",10012.56,11.07,2017-02,50162.35
B_F_T,B_F_T,"ETS(M,M,M)",10012.56,11.07,2017-03,61969.35
B_F_T,B_F_T,"ETS(M,M,M)",10012.56,11.07,2017-04,44883.94
B_F_T,B_F_T,"ETS(M,M,M)",10012.56,11.07,2017-05,47923.67
B_F_T,B_F_T,"ETS(M,M,M)",10012.56,11.07,2017-06,63552.82
B_F_T,B_F_T,"ETS(M,M,M)",10012.56,11.07,2017-07,49443.72
B_F_T,B_F_T,"ETS(M,M,M)",10012.56,11.07,2017-08,49529.75
C_A_B,C_A_B,"ETS(M,Md,M)",7504.89,3.99,2016-09,183974.98
C_A_B,C_A_B,"ETS(M,Md,M)",7504.89,3.99,2016-10,144373.81
C_A_B,C_A_B,"ETS(M,Md,M)",7504.89,3.99,2016-11,160301.04
C_A_B,C_A_B,"ETS(M,Md,M)",7504.89,3.99,2016-12,334217.28
C_A_B,C_A_B,"ETS(M,Md,M)",7504.89,3.99,2017-01,168169.83
C_A_B,C_A_B,"ETS(M,Md,M)",7504.89,3.99,2017-02,149481.13
C_A_B,C_A_B,"ETS(M,Md,M)",7504.89,3.99,2017-03,168132.81
C_A_B,C_A_B,"ETS(M,Md,M)",7504.89,3.99,2017-04,119614.15
C_A_B,C_A_B,"ETS(M,Md,M)",7504.89,3.99,2017-05,118318.14
C_A_B,C_A_B,"ETS(M,Md,M)",7504.89,3.99,2017-06,148779.75
C_A_B,C_A_B,"ETS(M,Md,M)",7504.89,3.99,2017-07,119597.52
C_A_B,C_A_B,"ETS(M,Md,M)",7504.89,3.99,2017-08,128853.56
A_J_O_s32,A_J_O,"ETS(M,M,M)",7641.48,26.53,2016-09,18991.67
A_J_O_s32,A_J_O,"ETS(M,M,M)",7641.48,26.53,2016-10,11693.53
A_J_O_s32,A_J_O,"ETS(M,M,M)",7641.48,26.53,2016-11,18688.07
A_J_O_s32,A_J_O,"ETS(M,M,M)",7641.48,26.53,2016-12,51959.02
A_J_O_s32,A_J_O,"ETS(M,M,M)",7641.48,26.53,2017-01,17053.81
A_J_O_s32,A_J_O,"ETS(M,M,M)",7641.48,26.53,2017-02,12666.74
A_J_O_s32,A_J_O,"ETS(M,M,M)",7641.48,26.53,2017-03,12081.61
A_J_O_s32,A_J_O,"ETS(M,M,M)",7641.48,26.53,2017-04,9576.43
A_J_O_s32,A_J_O,"ETS(M,M,M)",7641.48,26.53,2017-05,9716.61
A_J_O_s32,A_J_O,"ETS(M,M,M)",7641.48,26.53,2017-06,12260.48
A_J_O_s32,A_J_O,"ETS(M,M,M)",7641.48,26.53,2017-07,9560.34
A_J_O_s32,A_J_O,"ETS(M,M,M)",7641.48,26.53,2017-08,9256.98
A_B_Q,A_B_Q,Drift_25pct,7417.88,4.79,2016-09,126644.0
A_B_Q,A_B_Q,Drift_25pct,7417.88,4.79,2016-10,93070.0
A_B_Q,A_B_Q,Drift_25pct,7417.88,4.79,2016-11,164828.0
A_B_Q,A_B_Q,Drift_25pct,7417.88,4.79,2016-12,316311.0
A_B_Q,A_B_Q,Drift_25pct,7417.88,4.79,2017-01,112155.0
A_B_Q,A_B_Q,Drift_25pct,7417.88,4.79,2017-02,130564.0
A_B_Q,A_B_Q,Drift_25pct,7417.88,4.79,2017-03,141368.0
A_B_Q,A_B_Q,Drift_25pct,7417.88,4.79,2017-04,102155.0
A_B_Q,A_B_Q,Drift_25pct,7417.88,4.79,2017-05,97775.0
A_B_Q,A_B_Q,Drift_25pct,7417.88,4.79,2017-06,139509.0
A_B_Q,A_B_Q,Drift_25pct,7417.88,4.79,2017-07,110545.0
A_B_Q,A_B_Q,Drift_25pct,7417.88,4.79,2017-08,118974.0
C_A_V,C_A_V,Nixtla_AutoCES,12303.61,12.5,2016-09,64580.79
C_A_V,C_A_V,Nixtla_AutoCES,12303.61,12.5,2016-10,46437.51
C_A_V,C_A_V,Nixtla_AutoCES,12303.61,12.5,2016-11,56367.69
C_A_V,C_A_V,Nixtla_AutoCES,12303.61,12.5,2016-12,146634.21
C_A_V,C_A_V,Nixtla_AutoCES,12303.61,12.5,2017-01,49993.51
C_A_V,C_A_V,Nixtla_AutoCES,12303.61,12.5,2017-02,50158.47
C_A_V,C_A_V,Nixtla_AutoCES,12303.61,12.5,2017-03,74614.23
C_A_V,C_A_V,Nixtla_AutoCES,12303.61,12.5,2017-04,40865.89
C_A_V,C_A_V,Nixtla_AutoCES,12303.61,12.5,2017-05,31523.43
C_A_V,C_A_V,Nixtla_AutoCES,12303.61,12.5,2017-06,53840.16
C_A_V,C_A_V,Nixtla_AutoCES,12303.61,12.5,2017-07,44206.95
C_A_V,C_A_V,Nixtla_AutoCES,12303.61,12.5,2017-08,42714.4
A_J_NULL_s42,A_J_NULL,"ETS(A,Md,A)",11071.83,9.5,2016-09,103777.17
A_J_NULL_s42,A_J_NULL,"ETS(A,Md,A)",11071.83,9.5,2016-10,73206.43
A_J_NULL_s42,A_J_NULL,"ETS(A,Md,A)",11071.83,9.5,2016-11,89995.73
A_J_NULL_s42,A_J_NULL,"ETS(A,Md,A)",11071.83,9.5,2016-12,169591.72
A_J_NULL_s42,A_J_NULL,"ETS(A,Md,A)",11071.83,9.5,2017-01,76537.15
A_J_NULL_s42,A_J_NULL,"ETS(A,Md,A)",11071.83,9.5,2017-02,85114.89
A_J_NULL_s42,A_J_NULL,"ETS(A,Md,A)",11071.83,9.5,2017-03,90051.03
A_J_NULL_s42,A_J_NULL,"ETS(A,Md,A)",11071.83,9.5,2017-04,69719.87
A_J_NULL_s42,A_J_NULL,"ETS(A,Md,A)",11071.83,9.5,2017-05,69294.88
A_J_NULL_s42,A_J_NULL,"ETS(A,Md,A)",11071.83,9.5,2017-06,84564.1
A_J_NULL_s42,A_J_NULL,"ETS(A,Md,A)",11071.83,9.5,2017-07,80251.46
A_J_NULL_s42,A_J_NULL,"ETS(A,Md,A)",11071.83,9.5,2017-08,95804.18
B_A_A,B_A_A,"ETS(M,M,M)",1470.51,2.28,2016-09,54938.32
B_A_A,B_A_A,"ETS(M,M,M)",1470.51,2.28,2016-10,34004.05
B_A_A,B_A_A,"ETS(M,M,M)",1470.51,2.28,2016-11,38930.23
B_A_A,B_A_A,"ETS(M,M,M)",1470.51,2.28,2016-12,61751.7
B_A_A,B_A_A,"ETS(M,M,M)",1470.51,2.28,2017-01,42108.86
B_A_A,B_A_A,"ETS(M,M,M)",1470.51,2.28,2017-02,41619.22
B_A_A,B_A_A,"ETS(M,M,M)",1470.51,2.28,2017-03,57086.15
B_A_A,B_A_A,"ETS(M,M,M)",1470.51,2.28,2017-04,41923.07
B_A_A,B_A_A,"ETS(M,M,M)",1470.51,2.28,2017-05,34819.48
B_A_A,B_A_A,"ETS(M,M,M)",1470.51,2.28,2017-06,49543.99
B_A_A,B_A_A,"ETS(M,M,M)",1470.51,2.28,2017-07,33566.97
B_A_A,B_A_A,"ETS(M,M,M)",1470.51,2.28,2017-08,39369.32
C_A_I,C_A_I,"ETS(M,Md,M)",5856.99,6.19,2016-09,82753.85
C_A_I,C_A_I,"ETS(M,Md,M)",5856.99,6.19,2016-10,70349.51
C_A_I,C_A_I,"ETS(M,Md,M)",5856.99,6.19,2016-11,77199.27
C_A_I,C_A_I,"ETS(M,Md,M)",5856.99,6.19,2016-12,140713.07
C_A_I,C_A_I,"ETS(M,Md,M)",5856.99,6.19,2017-01,71032.05
C_A_I,C_A_I,"ETS(M,Md,M)",5856.99,6.19,2017-02,81675.43
C_A_I,C_A_I,"ETS(M,Md,M)",5856.99,6.19,2017-03,96994.91
C_A_I,C_A_I,"ETS(M,Md,M)",5856.99,6.19,2017-04,68903.27
C_A_I,C_A_I,"ETS(M,Md,M)",5856.99,6.19,2017-05,59667.54
C_A_I,C_A_I,"ETS(M,Md,M)",5856.99,6.19,2017-06,80002.21
C_A_I,C_A_I,"ETS(M,Md,M)",5856.99,6.19,2017-07,65132.37
C_A_I,C_A_I,"ETS(M,Md,M)",5856.99,6.19,2017-08,64744.43
C_F_T,C_F_T,Nixtla_AutoETS,2493.36,5.01,2016-09,44095.96
C_F_T,C_F_T,Nixtla_AutoETS,2493.36,5.01,2016-10,33697.92
C_F_T,C_F_T,Nixtla_AutoETS,2493.36,5.01,2016-11,49526.59
C_F_T,C_F_T,Nixtla_AutoETS,2493.36,5.01,2016-12,138204.16
C_F_T,C_F_T,Nixtla_AutoETS,2493.36,5.01,2017-01,46812.63
C_F_T,C_F_T,Nixtla_AutoETS,2493.36,5.01,2017-02,38143.08
C_F_T,C_F_T,Nixtla_AutoETS,2493.36,5.01,2017-03,42511.31
C_F_T,C_F_T,Nixtla_AutoETS,2493.36,5.01,2017-04,32160.2
C_F_T,C_F_T,Nixtla_AutoETS,2493.36,5.01,2017-05,32379.33
C_F_T,C_F_T,Nixtla_AutoETS,2493.36,5.01,2017-06,43110.62
C_F_T,C_F_T,Nixtla_AutoETS,2493.36,5.01,2017-07,36247.88
C_F_T,C_F_T,Nixtla_AutoETS,2493.36,5.01,2017-08,36864.14
B_A_B,B_A_B,Nixtla_AutoARIMA,2952.99,6.36,2016-09,30170.93
B_A_B,B_A_B,Nixtla_AutoARIMA,2952.99,6.36,2016-10,18780.93
B_A_B,B_A_B,Nixtla_AutoARIMA,2952.99,6.36,2016-11,19792.93
B_A_B,B_A_B,Nixtla_AutoARIMA,2952.99,6.36,2016-12,49171.93
B_A_B,B_A_B,Nixtla_AutoARIMA,2952.99,6.36,2017-01,21126.93
B_A_B,B_A_B,Nixtla_AutoARIMA,2952.99,6.36,2017-02,18305.93
B_A_B,B_A_B,Nixtla_AutoARIMA,2952.99,6.36,2017-03,26228.93
B_A_B,B_A_B,Nixtla_AutoARIMA,2952.99,6.36,2017-04,18011.93
B_A_B,B_A_B,Nixtla_AutoARIMA,2952.99,6.36,2017-05,16385.93
B_A_B,B_A_B,Nixtla_AutoARIMA,2952.99,6.36,2017-06,26543.93
B_A_B,B_A_B,Nixtla_AutoARIMA,2952.99,6.36,2017-07,16914.93
B_A_B,B_A_B,Nixtla_AutoARIMA,2952.99,6.36,2017-08,19297.93
C_I_A2,C_I_A2,Nixtla_AutoETS,4368.98,8.45,2016-09,40896.93
C_I_A2,C_I_A2,Nixtla_AutoETS,4368.98,8.45,2016-10,32488.04
C_I_A2,C_I_A2,Nixtla_AutoETS,4368.98,8.45,2016-11,37570.71
C_I_A2,C_I_A2,Nixtla_AutoETS,4368.98,8.45,2016-12,49026.03
C_I_A2,C_I_A2,Nixtla_AutoETS,4368.98,8.45,2017-01,31565.2
C_I_A2,C_I_A2,Nixtla_AutoETS,4368.98,8.45,2017-02,34339.42
C_I_A2,C_I_A2,Nixtla_AutoETS,4368.98,8.45,2017-03,45570.12
C_I_A2,C_I_A2,Nixtla_AutoETS,4368.98,8.45,2017-04,33496.87
C_I_A2,C_I_A2,Nixtla_AutoETS,4368.98,8.45,2017-05,28765.91
C_I_A2,C_I_A2,Nixtla_AutoETS,4368.98,8.45,2017-06,37450.01
C_I_A2,C_I_A2,Nixtla_AutoETS,4368.98,8.45,2017-07,27065.04
C_I_A2,C_I_A2,Nixtla_AutoETS,4368.98,8.45,2017-08,29565.05
C_A_C,C_A_C,Nixtla_AutoETS,3544.8,12.72,2016-09,24771.85
C_A_C,C_A_C,Nixtla_AutoETS,3544.8,12.72,2016-10,19699.92
C_A_C,C_A_C,Nixtla_AutoETS,3544.8,12.72,2016-11,23733.63
C_A_C,C_A_C,Nixtla_AutoETS,3544.8,12.72,2016-12,59749.23
C_A_C,C_A_C,Nixtla_AutoETS,3544.8,12.72,2017-01,26040.26
C_A_C,C_A_C,Nixtla_AutoETS,3544.8,12.72,2017-02,22604.42
C_A_C,C_A_C,Nixtla_AutoETS,3544.8,12.72,2017-03,25394.25
C_A_C,C_A_C,Nixtla_AutoETS,3544.8,12.72,2017-04,17522.88
C_A_C,C_A_C,Nixtla_AutoETS,3544.8,12.72,2017-05,17285.95
C_A_C,C_A_C,Nixtla_AutoETS,3544.8,12.72,2017-06,22505.93
C_A_C,C_A_C,Nixtla_AutoETS,3544.8,12.72,2017-07,18859.28
C_A_C,C_A_C,Nixtla_AutoETS,3544.8,12.72,2017-08,18147.79
A_A_C,A_A_C,"ETS(M,A,M)",3455.75,12.42,2016-09,22778.64
A_A_C,A_A_C,"ETS(M,A,M)",3455.75,12.42,2016-10,14718.45
A_A_C,A_A_C,"ETS(M,A,M)",3455.75,12.42,2016-11,17829.07
A_A_C,A_A_C,"ETS(M,A,M)",3455.75,12.42,2016-12,39251.84
A_A_C,A_A_C,"ETS(M,A,M)",3455.75,12.42,2017-01,16267.08
A_A_C,A_A_C,"ETS(M,A,M)",3455.75,12.42,2017-02,18326.6
A_A_C,A_A_C,"ETS(M,A,M)",3455.75,12.42,2017-03,20430.15
A_A_C,A_A_C,"ETS(M,A,M)",3455.75,12.42,2017-04,13257.2
A_A_C,A_A_C,"ETS(M,A,M)",3455.75,12.42,2017-05,13701.62
A_A_C,A_A_C,"ETS(M,A,M)",3455.75,12.42,2017-06,17511.97
A_A_C,A_A_C,"ETS(M,A,M)",3455.75,12.42,2017-07,14935.63
A_A_C,A_A_C,"ETS(M,A,M)",3455.75,12.42,2017-08,16063.74
A_A_V,A_A_V,"ETS(M,M,M)",4606.04,15.15,2016-09,26263.28
A_A_V,A_A_V,"ETS(M,M,M)",4606.04,15.15,2016-10,20961.94
A_A_V,A_A_V,"ETS(M,M,M)",4606.04,15.15,2016-11,27601.4
A_A_V,A_A_V,"ETS(M,M,M)",4606.04,15.15,2016-12,40777.89
A_A_V,A_A_V,"ETS(M,M,M)",4606.04,15.15,2017-01,25267.09
A_A_V,A_A_V,"ETS(M,M,M)",4606.04,15.15,2017-02,25853.62
A_A_V,A_A_V,"ETS(M,M,M)",4606.04,15.15,2017-03,28010.52
A_A_V,A_A_V,"ETS(M,M,M)",4606.04,15.15,2017-04,20378.43
A_A_V,A_A_V,"ETS(M,M,M)",4606.04,15.15,2017-05,17716.47
A_A_V,A_A_V,"ETS(M,M,M)",4606.04,15.15,2017-06,20984.07
A_A_V,A_A_V,"ETS(M,M,M)",4606.04,15.15,2017-07,18382.16
A_A_V,A_A_V,"ETS(M,M,M)",4606.04,15.15,2017-08,20253.55
B_A_V,B_A_V,Nixtla_AutoETS,9953.54,57.5,2016-09,13117.62
B_A_V,B_A_V,Nixtla_AutoETS,9953.54,57.5,2016-10,9214.42
B_A_V,B_A_V,Nixtla_AutoETS,9953.54,57.5,2016-11,12152.36
B_A_V,B_A_V,Nixtla_AutoETS,9953.54,57.5,2016-12,26882.17
B_A_V,B_A_V,Nixtla_AutoETS,9953.54,57.5,2017-01,14900.8
B_A_V,B_A_V,Nixtla_AutoETS,9953.54,57.5,2017-02,13501.97
B_A_V,B_A_V,Nixtla_AutoETS,9953.54,57.5,2017-03,17027.97
B_A_V,B_A_V,Nixtla_AutoETS,9953.54,57.5,2017-04,11839.55
B_A_V,B_A_V,Nixtla_AutoETS,9953.54,57.5,2017-05,11230.61
B_A_V,B_A_V,Nixtla_AutoETS,9953.54,57.5,2017-06,16549.44
B_A_V,B_A_V,Nixtla_AutoETS,9953.54,57.5,2017-07,10794.52
B_A_V,B_A_V,Nixtla_AutoETS,9953.54,57.5,2017-08,11035.33
B_B_P,B_B_P,Drift_25pct,1841.79,4.88,2016-09,33886.0
B_B_P,B_B_P,Drift_25pct,1841.79,4.88,2016-10,21611.0
