Series,Category_Key,Best_Model,CV_RMSE,CV_MAPE,Date,Forecast
C_B_R,C_B_R,Nixtla_OptTheta,166446.91,7.7,2017-03,1664305.47
C_B_R,C_B_R,Nixtla_OptTheta,166446.91,7.7,2017-04,1222744.46
C_B_R,C_B_R,Nixtla_OptTheta,166446.91,7.7,2017-05,1129512.69
C_B_R,C_B_R,Nixtla_OptTheta,166446.91,7.7,2017-06,1480337.53
C_B_R,C_B_R,Nixtla_OptTheta,166446.91,7.7,2017-07,1203050.27
C_B_R,C_B_R,Nixtla_OptTheta,166446.91,7.7,2017-08,1363694.91
A_G_F,A_G_F,SeasonalNaive,26878.0,1.98,2016-09,1414264.0
A_G_F,A_G_F,SeasonalNaive,26878.0,1.98,2016-10,1044191.0
A_G_F,A_G_F,SeasonalNaive,26878.0,1.98,2016-11,1038988.0
A_G_F,A_G_F,SeasonalNaive,26878.0,1.98,2016-12,1288338.0
A_G_F,A_G_F,SeasonalNaive,26878.0,1.98,2017-01,1103216.0
A_G_F,A_G_F,SeasonalNaive,26878.0,1.98,2017-02,1131801.0
A_G_F,A_G_F,SeasonalNaive,26878.0,1.98,2017-03,1278840.0
A_G_F,A_G_F,SeasonalNaive,26878.0,1.98,2017-04,1007211.0
A_G_F,A_G_F,SeasonalNaive,26878.0,1.98,2017-05,1000105.0
A_G_F,A_G_F,SeasonalNaive,26878.0,1.98,2017-06,1300529.0
A_G_F,A_G_F,SeasonalNaive,26878.0,1.98,2017-07,1100678.0
A_G_F,A_G_F,SeasonalNaive,26878.0,1.98,2017-08,1137535.0
A_J_NULL_s39,A_J_NULL,Nixtla_DynOptTheta,70035.09,5.85,2016-09,1026103.96
A_J_NULL_s39,A_J_NULL,Nixtla_DynOptTheta,70035.09,5.85,2016-10,738842.13
A_J_NULL_s39,A_J_NULL,Nixtla_DynOptTheta,70035.09,5.85,2016-11,917106.72
A_J_NULL_s39,A_J_NULL,Nixtla_DynOptTheta,70035.09,5.85,2016-12,1758666.87
A_J_NULL_s39,A_J_NULL,Nixtla_DynOptTheta,70035.09,5.85,2017-01,885355.5
A_J_NULL_s39,A_J_NULL,Nixtla_DynOptTheta,70035.09,5.85,2017-02,913025.87
A_J_NULL_s39,A_J_NULL,Nixtla_DynOptTheta,70035.09,5.85,2017-03,1056603.44
A_J_NULL_s39,A_J_NULL,Nixtla_DynOptTheta,70035.09,5.85,2017-04,702703.1
A_J_NULL_s39,A_J_NULL,Nixtla_DynOptTheta,70035.09,5.85,2017-05,696074.05
A_J_NULL_s39,A_J_NULL,Nixtla_DynOptTheta,70035.09,5.85,2017-06,903957.86
A_J_NULL_s39,A_J_NULL,Nixtla_DynOptTheta,70035.09,5.85,2017-07,779450.79
A_J_NULL_s39,A_J_NULL,Nixtla_DynOptTheta,70035.09,5.85,2017-08,905463.26
A_J_NULL_s38,A_J_NULL,"ETS(M,M,M)",148261.14,10.42,2016-09,876983.31
A_J_NULL_s38,A_J_NULL,"ETS(M,M,M)",148261.14,10.42,2016-10,578727.61
A_J_NULL_s38,A_J_NULL,"ETS(M,M,M)",148261.14,10.42,2016-11,1030284.92
A_J_NULL_s38,A_J_NULL,"ETS(M,M,M)",148261.14,10.42,2016-12,2112867.08
A_J_NULL_s38,A_J_NULL,"ETS(M,M,M)",148261.14,10.42,2017-01,767208.75
A_J_NULL_s38,A_J_NULL,"ETS(M,M,M)",148261.14,10.42,2017-02,744707.75
A_J_NULL_s38,A_J_NULL,"ETS(M,M,M)",148261.14,10.42,2017-03,810561.55
A_J_NULL_s38,A_J_NULL,"ETS(M,M,M)",148261.14,10.42,2017-04,576527.51
A_J_NULL_s38,A_J_NULL,"ETS(M,M,M)",148261.14,10.42,2017-05,620225.41
A_J_NULL_s38,A_J_NULL,"ETS(M,M,M)",148261.14,10.42,2017-06,754177.37
A_J_NULL_s38,A_J_NULL,"ETS(M,M,M)",148261.14,10.42,2017-07,579386.4
A_J_NULL_s38,A_J_NULL,"ETS(M,M,M)",148261.14,10.42,2017-08,744506.01
B_G_D,B_G_D,Nixtla_MSTL,98673.85,7.25,2016-09,1289811.52
B_G_D,B_G_D,Nixtla_MSTL,98673.85,7.25,2016-10,823868.66
B_G_D,B_G_D,Nixtla_MSTL,98673.85,7.25,2016-11,982281.61
B_G_D,B_G_D,Nixtla_MSTL,98673.85,7.25,2016-12,1249321.77
B_G_D,B_G_D,Nixtla_MSTL,98673.85,7.25,2017-01,780319.49
B_G_D,B_G_D,Nixtla_MSTL,98673.85,7.25,2017-02,849050.99
B_G_D,B_G_D,Nixtla_MSTL,98673.85,7.25,2017-03,1330623.37
B_G_D,B_G_D,Nixtla_MSTL,98673.85,7.25,2017-04,996628.74
B_G_D,B_G_D,Nixtla_MSTL,98673.85,7.25,2017-05,797768.19
B_G_D,B_G_D,Nixtla_MSTL,98673.85,7.25,2017-06,1347931.91
B_G_D,B_G_D,Nixtla_MSTL,98673.85,7.25,2017-07,849290.64
B_G_D,B_G_D,Nixtla_MSTL,98673.85,7.25,2017-08,985895.69
A_A_E,A_A_E,SeasonalNaive,39401.88,2.76,2016-09,1201303.0
A_A_E,A_A_E,SeasonalNaive,39401.88,2.76,2016-10,887926.0
A_A_E,A_A_E,SeasonalNaive,39401.88,2.76,2016-11,832857.0
A_A_E,A_A_E,SeasonalNaive,39401.88,2.76,2016-12,1118580.0
A_A_E,A_A_E,SeasonalNaive,39401.88,2.76,2017-01,1039288.0
A_A_E,A_A_E,SeasonalNaive,39401.88,2.76,2017-02,951418.0
A_A_E,A_A_E,SeasonalNaive,39401.88,2.76,2017-03,1069458.0
A_A_E,A_A_E,SeasonalNaive,39401.88,2.76,2017-04,778416.0
A_A_E,A_A_E,SeasonalNaive,39401.88,2.76,2017-05,750565.0
A_A_E,A_A_E,SeasonalNaive,39401.88,2.76,2017-06,1032063.0
A_A_E,A_A_E,SeasonalNaive,39401.88,2.76,2017-07,821724.0
A_A_E,A_A_E,SeasonalNaive,39401.88,2.76,2017-08,986055.0
A_G_H,A_G_H,Nixtla_MSTL,37020.54,3.32,2016-09,1017350.28
A_G_H,A_G_H,Nixtla_MSTL,37020.54,3.32,2016-10,790953.82
A_G_H,A_G_H,Nixtla_MSTL,37020.54,3.32,2016-11,863433.51
A_G_H,A_G_H,Nixtla_MSTL,37020.54,3.32,2016-12,1187465.29
A_G_H,A_G_H,Nixtla_MSTL,37020.54,3.32,2017-01,931577.41
A_G_H,A_G_H,Nixtla_MSTL,37020.54,3.32,2017-02,936114.12
A_G_H,A_G_H,Nixtla_MSTL,37020.54,3.32,2017-03,1072784.21
A_G_H,A_G_H,Nixtla_MSTL,37020.54,3.32,2017-04,784466.57
A_G_H,A_G_H,Nixtla_MSTL,37020.54,3.32,2017-05,768382.27
A_G_H,A_G_H,Nixtla_MSTL,37020.54,3.32,2017-06,940500.15
A_G_H,A_G_H,Nixtla_MSTL,37020.54,3.32,2017-07,774034.8
A_G_H,A_G_H,Nixtla_MSTL,37020.54,3.32,2017-08,856734.99
A_C_W_s13,A_C_W,SeasonalNaive,42994.07,4.28,2016-09,965092.0
A_C_W_s13,A_C_W,SeasonalNaive,42994.07,4.28,2016-10,612730.0
A_C_W_s13,A_C_W,SeasonalNaive,42994.07,4.28,2016-11,1140668.0
A_C_W_s13,A_C_W,SeasonalNaive,42994.07,4.28,2016-12,1653718.0
A_C_W_s13,A_C_W,SeasonalNaive,42994.07,4.28,2017-01,617649.0
A_C_W_s13,A_C_W,SeasonalNaive,42994.07,4.28,2017-02,771306.0
A_C_W_s13,A_C_W,SeasonalNaive,42994.07,4.28,2017-03,803111.0
A_C_W_s13,A_C_W,SeasonalNaive,42994.07,4.28,2017-04,605105.0
A_C_W_s13,A_C_W,SeasonalNaive,42994.07,4.28,2017-05,604519.0
A_C_W_s13,A_C_W,SeasonalNaive,42994.07,4.28,2017-06,795786.0
A_C_W_s13,A_C_W,SeasonalNaive,42994.07,4.28,2017-07,712382.0
A_C_W_s13,A_C_W,SeasonalNaive,42994.07,4.28,2017-08,1012667.0
C_I_K,C_I_K,Nixtla_AutoARIMA,32603.74,2.17,2016-09,907409.78
C_I_K,C_I_K,Nixtla_AutoARIMA,32603.74,2.17,2016-10,691625.49
C_I_K,C_I_K,Nixtla_AutoARIMA,32603.74,2.17,2016-11,751662.28
C_I_K,C_I_K,Nixtla_AutoARIMA,32603.74,2.17,2016-12,1336772.69
C_I_K,C_I_K,Nixtla_AutoARIMA,32603.74,2.17,2017-01,746107.06
C_I_K,C_I_K,Nixtla_AutoARIMA,32603.74,2.17,2017-02,738865.0
C_I_K,C_I_K,Nixtla_AutoARIMA,32603.74,2.17,2017-03,842391.45
C_I_K,C_I_K,Nixtla_AutoARIMA,32603.74,2.17,2017-04,592311.98
C_I_K,C_I_K,Nixtla_AutoARIMA,32603.74,2.17,2017-05,504468.84
C_I_K,C_I_K,Nixtla_AutoARIMA,32603.74,2.17,2017-06,695661.8
C_I_K,C_I_K,Nixtla_AutoARIMA,32603.74,2.17,2017-07,529865.78
C_I_K,C_I_K,Nixtla_AutoARIMA,32603.74,2.17,2017-08,612017.78
A_C_W_s12,A_C_W,"ETS(M,M,M)",66979.26,7.93,2016-09,777356.58
A_C_W_s12,A_C_W,"ETS(M,M,M)",66979.26,7.93,2016-10,600852.34
A_C_W_s12,A_C_W,"ETS(M,M,M)",66979.26,7.93,2016-11,822081.76
A_C_W_s12,A_C_W,"ETS(M,M,M)",66979.26,7.93,2016-12,1101517.1
A_C_W_s12,A_C_W,"ETS(M,M,M)",66979.26,7.93,2017-01,609676.99
A_C_W_s12,A_C_W,"ETS(M,M,M)",66979.26,7.93,2017-02,683938.43
A_C_W_s12,A_C_W,"ETS(M,M,M)",66979.26,7.93,2017-03,736315.84
A_C_W_s12,A_C_W,"ETS(M,M,M)",66979.26,7.93,2017-04,531058.25
A_C_W_s12,A_C_W,"ETS(M,M,M)",66979.26,7.93,2017-05,469103.32
A_C_W_s12,A_C_W,"ETS(M,M,M)",66979.26,7.93,2017-06,579755.79
A_C_W_s12,A_C_W,"ETS(M,M,M)",66979.26,7.93,2017-07,507220.05
A_C_W_s12,A_C_W,"ETS(M,M,M)",66979.26,7.93,2017-08,572153.65
B_B_Q,B_B_Q,"ETS(A,Md,A)",421369.4,19.91,2016-09,1999301.85
B_B_Q,B_B_Q,"ETS(A,Md,A)",421369.4,19.91,2016-10,1872879.12
B_B_Q,B_B_Q,"ETS(A,Md,A)",421369.4,19.91,2016-11,2204831.97
B_B_Q,B_B_Q,"ETS(A,Md,A)",421369.4,19.91,2016-12,2545703.26
B_B_Q,B_B_Q,"ETS(A,Md,A)",421369.4,19.91,2017-01,2334175.76
B_B_Q,B_B_Q,"ETS(A,Md,A)",421369.4,19.91,2017-02,2590297.19
B_B_Q,B_B_Q,"ETS(A,Md,A)",421369.4,19.91,2017-03,3204775.85
B_B_Q,B_B_Q,"ETS(A,Md,A)",421369.4,19.91,2017-04,3132007.4
B_B_Q,B_B_Q,"ETS(A,Md,A)",421369.4,19.91,2017-05,3246392.93
B_B_Q,B_B_Q,"ETS(A,Md,A)",421369.4,19.91,2017-06,3971245.43
B_B_Q,B_B_Q,"ETS(A,Md,A)",421369.4,19.91,2017-07,3791627.77
B_B_Q,B_B_Q,"ETS(A,Md,A)",421369.4,19.91,2017-08,4207723.69
C_G_H,C_G_H,Nixtla_OptTheta,24658.47,2.76,2016-09,814549.76
C_G_H,C_G_H,Nixtla_OptTheta,24658.47,2.76,2016-10,645094.42
C_G_H,C_G_H,Nixtla_OptTheta,24658.47,2.76,2016-11,709514.16
C_G_H,C_G_H,Nixtla_OptTheta,24658.47,2.76,2016-12,1041990.55
C_G_H,C_G_H,Nixtla_OptTheta,24658.47,2.76,2017-01,697345.22
C_G_H,C_G_H,Nixtla_OptTheta,24658.47,2.76,2017-02,696743.02
C_G_H,C_G_H,Nixtla_OptTheta,24658.47,2.76,2017-03,827355.9
C_G_H,C_G_H,Nixtla_OptTheta,24658.47,2.76,2017-04,608427.86
C_G_H,C_G_H,Nixtla_OptTheta,24658.47,2.76,2017-05,527330.38
C_G_H,C_G_H,Nixtla_OptTheta,24658.47,2.76,2017-06,682220.43
C_G_H,C_G_H,Nixtla_OptTheta,24658.47,2.76,2017-07,530719.95
C_G_H,C_G_H,Nixtla_OptTheta,24658.47,2.76,2017-08,583483.03
C_B_P,C_B_P,Drift_75pct,96074.03,6.4,2016-09,707576.0
C_B_P,C_B_P,Drift_75pct,96074.03,6.4,2016-10,586918.0
C_B_P,C_B_P,Drift_75pct,96074.03,6.4,2016-11,789490.0
C_B_P,C_B_P,Drift_75pct,96074.03,6.4,2016-12,2084681.0
C_B_P,C_B_P,Drift_75pct,96074.03,6.4,2017-01,807989.0
C_B_P,C_B_P,Drift_75pct,96074.03,6.4,2017-02,691892.0
C_B_P,C_B_P,Drift_75pct,96074.03,6.4,2017-03,810865.0
C_B_P,C_B_P,Drift_75pct,96074.03,6.4,2017-04,593327.0
C_B_P,C_B_P,Drift_75pct,96074.03,6.4,2017-05,531289.0
C_B_P,C_B_P,Drift_75pct,96074.03,6.4,2017-06,696573.0
C_B_P,C_B_P,Drift_75pct,96074.03,6.4,2017-07,584280.0
C_B_P,C_B_P,Drift_75pct,96074.03,6.4,2017-08,583162.0
B_G_J,B_G_J,"ETS(A,A,A)",110375.19,13.37,2016-09,823586.8
B_G_J,B_G_J,"ETS(A,A,A)",110375.19,13.37,2016-10,524654.89
B_G_J,B_G_J,"ETS(A,A,A)",110375.19,13.37,2016-11,627165.24
B_G_J,B_G_J,"ETS(A,A,A)",110375.19,13.37,2016-12,897105.55
B_G_J,B_G_J,"ETS(A,A,A)",110375.19,13.37,2017-01,609699.82
B_G_J,B_G_J,"ETS(A,A,A)",110375.19,13.37,2017-02,618480.9
B_G_J,B_G_J,"ETS(A,A,A)",110375.19,13.37,2017-03,887921.3
B_G_J,B_G_J,"ETS(A,A,A)",110375.19,13.37,2017-04,667134.35
B_G_J,B_G_J,"ETS(A,A,A)",110375.19,13.37,2017-05,496109.54
B_G_J,B_G_J,"ETS(A,A,A)",110375.19,13.37,2017-06,726971.63
B_G_J,B_G_J,"ETS(A,A,A)",110375.19,13.37,2017-07,507721.7
B_G_J,B_G_J,"ETS(A,A,A)",110375.19,13.37,2017-08,605231.66
A_G_J,A_G_J,"ETS(M,A,M)",42409.1,6.52,2016-09,650732.52
A_G_J,A_G_J,"ETS(M,A,M)",42409.1,6.52,2016-10,499135.68
A_G_J,A_G_J,"ETS(M,A,M)",42409.1,6.52,2016-11,653413.08
A_G_J,A_G_J,"ETS(M,A,M)",42409.1,6.52,2016-12,1024560.17
A_G_J,A_G_J,"ETS(M,A,M)",42409.1,6.52,2017-01,585084.19
A_G_J,A_G_J,"ETS(M,A,M)",42409.1,6.52,2017-02,582806.77
A_G_J,A_G_J,"ETS(M,A,M)",42409.1,6.52,2017-03,652688.42
A_G_J,A_G_J,"ETS(M,A,M)",42409.1,6.52,2017-04,458538.3
A_G_J,A_G_J,"ETS(M,A,M)",42409.1,6.52,2017-05,454818.9
A_G_J,A_G_J,"ETS(M,A,M)",42409.1,6.52,2017-06,562044.78
A_G_J,A_G_J,"ETS(M,A,M)",42409.1,6.52,2017-07,501272.15
A_G_J,A_G_J,"ETS(M,A,M)",42409.1,6.52,2017-08,572097.26
A_H_A3,A_H_A3,Nixtla_AutoARIMA,21795.49,4.07,2016-09,550386.97
A_H_A3,A_H_A3,Nixtla_AutoARIMA,21795.49,4.07,2016-10,390879.97
A_H_A3,A_H_A3,Nixtla_AutoARIMA,21795.49,4.07,2016-11,433512.97
A_H_A3,A_H_A3,Nixtla_AutoARIMA,21795.49,4.07,2016-12,623290.97
A_H_A3,A_H_A3,Nixtla_AutoARIMA,21795.49,4.07,2017-01,418983.97
A_H_A3,A_H_A3,Nixtla_AutoARIMA,21795.49,4.07,2017-02,418628.97
A_H_A3,A_H_A3,Nixtla_AutoARIMA,21795.49,4.07,2017-03,524531.97
A_H_A3,A_H_A3,Nixtla_AutoARIMA,21795.49,4.07,2017-04,369886.97
A_H_A3,A_H_A3,Nixtla_AutoARIMA,21795.49,4.07,2017-05,375542.97
A_H_A3,A_H_A3,Nixtla_AutoARIMA,21795.49,4.07,2017-06,452222.97
A_H_A3,A_H_A3,Nixtla_AutoARIMA,21795.49,4.07,2017-07,349397.97
A_H_A3,A_H_A3,Nixtla_AutoARIMA,21795.49,4.07,2017-08,404172.97
C_F_L,C_F_L,GradientBoosting,46796.53,14.38,2016-09,238931.26
C_F_L,C_F_L,GradientBoosting,46796.53,14.38,2016-10,238256.74
C_F_L,C_F_L,GradientBoosting,46796.53,14.38,2016-11,288544.03
C_F_L,C_F_L,GradientBoosting,46796.53,14.38,2016-12,924243.4
C_F_L,C_F_L,GradientBoosting,46796.53,14.38,2017-01,278757.12
C_F_L,C_F_L,GradientBoosting,46796.53,14.38,2017-02,278308.44
C_F_L,C_F_L,GradientBoosting,46796.53,14.38,2017-03,253506.31
C_F_L,C_F_L,GradientBoosting,46796.53,14.38,2017-04,250191.7
C_F_L,C_F_L,GradientBoosting,46796.53,14.38,2017-05,245336.48
C_F_L,C_F_L,GradientBoosting,46796.53,14.38,2017-06,284008.72
C_F_L,C_F_L,GradientBoosting,46796.53,14.38,2017-07,262511.56
C_F_L,C_F_L,GradientBoosting,46796.53,14.38,2017-08,239891.37
A_B_R,A_B_R,Nixtla_AutoARIMA,43292.5,6.02,2016-09,674153.91
A_B_R,A_B_R,Nixtla_AutoARIMA,43292.5,6.02,2016-10,484004.61
A_B_R,A_B_R,Nixtla_AutoARIMA,43292.5,6.02,2016-11,845134.61
A_B_R,A_B_R,Nixtla_AutoARIMA,43292.5,6.02,2016-12,1467458.61
A_B_R,A_B_R,Nixtla_AutoARIMA,43292.5,6.02,2017-01,620610.61
A_B_R,A_B_R,Nixtla_AutoARIMA,43292.5,6.02,2017-02,650795.61
A_B_R,A_B_R,Nixtla_AutoARIMA,43292.5,6.02,2017-03,691098.61
A_B_R,A_B_R,Nixtla_AutoARIMA,43292.5,6.02,2017-04,546085.61
A_B_R,A_B_R,Nixtla_AutoARIMA,43292.5,6.02,2017-05,560185.61
A_B_R,A_B_R,Nixtla_AutoARIMA,43292.5,6.02,2017-06,832822.61
A_B_R,A_B_R,Nixtla_AutoARIMA,43292.5,6.02,2017-07,679525.61
A_B_R,A_B_R,Nixtla_AutoARIMA,43292.5,6.02,2017-08,747411.61
C_G_J,C_G_J,Nixtla_AutoARIMA,26642.95,4.44,2016-09,513270.07
C_G_J,C_G_J,Nixtla_AutoARIMA,26642.95,4.44,2016-10,413678.32
C_G_J,C_G_J,Nixtla_AutoARIMA,26642.95,4.44,2016-11,520513.42
C_G_J,C_G_J,Nixtla_AutoARIMA,26642.95,4.44,2016-12,876104.97
C_G_J,C_G_J,Nixtla_AutoARIMA,26642.95,4.44,2017-01,474963.62
C_G_J,C_G_J,Nixtla_AutoARIMA,26642.95,4.44,2017-02,447143.5
C_G_J,C_G_J,Nixtla_AutoARIMA,26642.95,4.44,2017-03,509412.13
C_G_J,C_G_J,Nixtla_AutoARIMA,26642.95,4.44,2017-04,350872.77
C_G_J,C_G_J,Nixtla_AutoARIMA,26642.95,4.44,2017-05,320808.46
C_G_J,C_G_J,Nixtla_AutoARIMA,26642.95,4.44,2017-06,431256.71
C_G_J,C_G_J,Nixtla_AutoARIMA,26642.95,4.44,2017-07,339633.88
C_G_J,C_G_J,Nixtla_AutoARIMA,26642.95,4.44,2017-08,349369.35
C_G_D,C_G_D,"ETS(A,Ad,A)",26894.08,4.45,2016-09,622817.72
C_G_D,C_G_D,"ETS(A,Ad,A)",26894.08,4.45,2016-10,474125.86
C_G_D,C_G_D,"ETS(A,Ad,A)",26894.08,4.45,2016-11,509003.04
C_G_D,C_G_D,"ETS(A,Ad,A)",26894.08,4.45,2016-12,712077.73
C_G_D,C_G_D,"ETS(A,Ad,A)",26894.08,4.45,2017-01,418548.73
C_G_D,C_G_D,"ETS(A,Ad,A)",26894.08,4.45,2017-02,454821.53
C_G_D,C_G_D,"ETS(A,Ad,A)",26894.08,4.45,2017-03,607321.57
C_G_D,C_G_D,"ETS(A,Ad,A)",26894.08,4.45,2017-04,442199.57
C_G_D,C_G_D,"ETS(A,Ad,A)",26894.08,4.45,2017-05,376418.93
C_G_D,C_G_D,"ETS(A,Ad,A)",26894.08,4.45,2017-06,526451.43
C_G_D,C_G_D,"ETS(A,Ad,A)",26894.08,4.45,2017-07,396238.24
C_G_D,C_G_D,"ETS(A,Ad,A)",26894.08,4.45,2017-08,439843.52
A_A_B,A_A_B,"ETS(M,Ad,M)",22056.74,4.54,2016-09,332199.89
A_A_B,A_A_B,"ETS(M,Ad,M)",22056.74,4.54,2016-10,226079.95
A_A_B,A_A_B,"ETS(M,Ad,M)",22056.74,4.54,2016-11,282731.5
A_A_B,A_A_B,"ETS(M,Ad,M)",22056.74,4.54,2016-12,515907.56
A_A_B,A_A_B,"ETS(M,Ad,M)",22056.74,4.54,2017-01,250531.18
A_A_B,A_A_B,"ETS(M,Ad,M)",22056.74,4.54,2017-02,259177.34
A_A_B,A_A_B,"ETS(M,Ad,M)",22056.74,4.54,2017-03,291197.94
A_A_B,A_A_B,"ETS(M,Ad,M)",22056.74,4.54,2017-04,197595.9
A_A_B,A_A_B,"ETS(M,Ad,M)",22056.74,4.54,2017-05,190986.63
A_A_B,A_A_B,"ETS(M,Ad,M)",22056.74,4.54,2017-06,242076.33
A_A_B,A_A_B,"ETS(M,Ad,M)",22056.74,4.54,2017-07,188753.92
A_A_B,A_A_B,"ETS(M,Ad,M)",22056.74,4.54,2017-08,235067.33
B_E_U,B_E_U,"ETS(M,N,M)",35996.05,5.25,2016-09,618225.88
B_E_U,B_E_U,"ETS(M,N,M)",35996.05,5.25,2016-10,387457.01
B_E_U,B_E_U,"ETS(M,N,M)",35996.05,5.25,2016-11,510375.12
B_E_U,B_E_U,"ETS(M,N,M)",35996.05,5.25,2016-12,1613775.76
B_E_U,B_E_U,"ETS(M,N,M)",35996.05,5.25,2017-01,556612.18
B_E_U,B_E_U,"ETS(M,N,M)",35996.05,5.25,2017-02,493556.37
B_E_U,B_E_U,"ETS(M,N,M)",35996.05,5.25,2017-03,672827.35
B_E_U,B_E_U,"ETS(M,N,M)",35996.05,5.25,2017-04,488066.48
B_E_U,B_E_U,"ETS(M,N,M)",35996.05,5.25,2017-05,406821.38
B_E_U,B_E_U,"ETS(M,N,M)",35996.05,5.25,2017-06,595694.13
B_E_U,B_E_U,"ETS(M,N,M)",35996.05,5.25,2017-07,451470.8
B_E_U,B_E_U,"ETS(M,N,M)",35996.05,5.25,2017-08,493802.58
A_B_P,A_B_P,Nixtla_DynOptTheta,50367.73,9.37,2016-09,493540.68
A_B_P,A_B_P,Nixtla_DynOptTheta,50367.73,9.37,2016-10,392809.79
A_B_P,A_B_P,Nixtla_DynOptTheta,50367.73,9.37,2016-11,637714.47
A_B_P,A_B_P,Nixtla_DynOptTheta,50367.73,9.37,2016-12,1252275.09
A_B_P,A_B_P,Nixtla_DynOptTheta,50367.73,9.37,2017-01,440935.31
A_B_P,A_B_P,Nixtla_DynOptTheta,50367.73,9.37,2017-02,498479.62
A_B_P,A_B_P,Nixtla_DynOptTheta,50367.73,9.37,2017-03,644798.38
A_B_P,A_B_P,Nixtla_DynOptTheta,50367.73,9.37,2017-04,399091.14
A_B_P,A_B_P,Nixtla_DynOptTheta,50367.73,9.37,2017-05,381693.94
A_B_P,A_B_P,Nixtla_DynOptTheta,50367.73,9.37,2017-06,539316.96
A_B_P,A_B_P,Nixtla_DynOptTheta,50367.73,9.37,2017-07,472987.61
A_B_P,A_B_P,Nixtla_DynOptTheta,50367.73,9.37,2017-08,480402.68
B_A_E,B_A_E,Nixtla_AutoETS,15131.42,5.63,2016-09,263209.19
B_A_E,B_A_E,Nixtla_AutoETS,15131.42,5.63,2016-10,160896.37
B_A_E,B_A_E,Nixtla_AutoETS,15131.42,5.63,2016-11,185327.96
B_A_E,B_A_E,Nixtla_AutoETS,15131.42,5.63,2016-12,260700.44
B_A_E,B_A_E,Nixtla_AutoETS,15131.42,5.63,2017-01,182788.59
B_A_E,B_A_E,Nixtla_AutoETS,15131.42,5.63,2017-02,198038.37
B_A_E,B_A_E,Nixtla_AutoETS,15131.42,5.63,2017-03,283987.44
B_A_E,B_A_E,Nixtla_AutoETS,15131.42,5.63,2017-04,213670.95
B_A_E,B_A_E,Nixtla_AutoETS,15131.42,5.63,2017-05,169311.35
B_A_E,B_A_E,Nixtla_AutoETS,15131.42,5.63,2017-06,254543.52
B_A_E,B_A_E,Nixtla_AutoETS,15131.42,5.63,2017-07,176516.41
B_A_E,B_A_E,Nixtla_AutoETS,15131.42,5.63,2017-08,208021.92
A_A_A,A_A_A,Nixtla_MSTL,39149.32,9.13,2016-09,388667.4
A_A_A,A_A_A,Nixtla_MSTL,39149.32,9.13,2016-10,301556.7
A_A_A,A_A_A,Nixtla_MSTL,39149.32,9.13,2016-11,387648.63
A_A_A,A_A_A,Nixtla_MSTL,39149.32,9.13,2016-12,658052.26
A_A_A,A_A_A,Nixtla_MSTL,39149.32,9.13,2017-01,308927.4
A_A_A,A_A_A,Nixtla_MSTL,39149.32,9.13,2017-02,332748.63
A_A_A,A_A_A,Nixtla_MSTL,39149.32,9.13,2017-03,374563.57
A_A_A,A_A_A,Nixtla_MSTL,39149.32,9.13,2017-04,266529.85
A_A_A,A_A_A,Nixtla_MSTL,39149.32,9.13,2017-05,259524.35
A_A_A,A_A_A,Nixtla_MSTL,39149.32,9.13,2017-06,333189.1
A_A_A,A_A_A,Nixtla_MSTL,39149.32,9.13,2017-07,281336.32
A_A_A,A_A_A,Nixtla_MSTL,39149.32,9.13,2017-08,331780.99
A_J_NULL_s36,A_J_NULL,Nixtla_AutoARIMA,45939.95,23.8,2016-09,130844.17
A_J_NULL_s36,A_J_NULL,Nixtla_AutoARIMA,45939.95,23.8,2016-10,59330.0
A_J_NULL_s36,A_J_NULL,Nixtla_AutoARIMA,45939.95,23.8,2016-11,83746.16
A_J_NULL_s36,A_J_NULL,Nixtla_AutoARIMA,45939.95,23.8,2016-12,208226.13
A_J_NULL_s36,A_J_NULL,Nixtla_AutoARIMA,45939.95,23.8,2017-01,5629.86
A_J_NULL_s36,A_J_NULL,Nixtla_AutoARIMA,45939.95,23.8,2017-02,28443.96
A_J_NULL_s36,A_J_NULL,Nixtla_AutoARIMA,45939.95,23.8,2017-03,40462.37
A_J_NULL_s36,A_J_NULL,Nixtla_AutoARIMA,45939.95,23.8,2017-04,-6926.74
A_J_NULL_s36,A_J_NULL,Nixtla_AutoARIMA,45939.95,23.8,2017-05,1437.82
A_J_NULL_s36,A_J_NULL,Nixtla_AutoARIMA,45939.95,23.8,2017-06,15029.05
A_J_NULL_s36,A_J_NULL,Nixtla_AutoARIMA,45939.95,23.8,2017-07,-1198.78
A_J_NULL_s36,A_J_NULL,Nixtla_AutoARIMA,45939.95,23.8,2017-08,-11246.89
A_C_NULL_s17,A_C_NULL,GradientBoosting,86978.4,22.92,2016-09,314082.58
A_C_NULL_s17,A_C_NULL,GradientBoosting,86978.4,22.92,2016-10,248333.78
A_C_NULL_s17,A_C_NULL,GradientBoosting,86978.4,22.92,2016-11,778166.98
A_C_NULL_s17,A_C_NULL,GradientBoosting,86978.4,22.92,2016-12,918456.06
A_C_NULL_s17,A_C_NULL,GradientBoosting,86978.4,22.92,2017-01,300694.83
A_C_NULL_s17,A_C_NULL,GradientBoosting,86978.4,22.92,2017-02,260432.36
A_C_NULL_s17,A_C_NULL,GradientBoosting,86978.4,22.92,2017-03,304072.77
A_C_NULL_s17,A_C_NULL,GradientBoosting,86978.4,22.92,2017-04,199271.41
